GCF_000511955.1|WP_035143258.1 [Schnuerera ultunensis]
GCF_003312425.1|WP_113635341.1 [Flavobacterium psychrolimnae]
GCF_003312915.1|WP_113679226.1 [Flavobacterium fluviale]
GCF_003688495.1|WP_121923847.1 [Flavobacterium weaverense]
GCF_003688495.1|WP_121924684.1 [Flavobacterium weaverense]
GCF_003688495.1|WP_121924749.1 [Flavobacterium weaverense]
GCF_003865365.1|WP_125011583.1 [Flavobacterium macacae]
GCF_003946915.1|WP_125721576.1 [Flavobacterium ustbae]
GCF_003946915.1|WP_125723239.1 [Flavobacterium ustbae]
GCF_003946915.1|WP_125723721.1 [Flavobacterium ustbae]
GCF_004016525.1|WP_128193443.1 [Flavobacterium sufflavum]
GCF_004016525.1|WP_128194195.1 [Flavobacterium sufflavum]
GCF_004016525.1|WP_128195148.1 [Flavobacterium sufflavum]
GCF_004329815.1|WP_131476484.1 [Flavobacterium silvisoli]
GCF_004329815.1|WP_317125793.1 [Flavobacterium silvisoli]
GCF_004349085.1|WP_131909521.1 [Flavobacterium caseinilyticum]
GCF_004349085.1|WP_131909553.1 [Flavobacterium caseinilyticum]
GCF_004349085.1|WP_131909723.1 [Flavobacterium caseinilyticum]
GCF_004349145.1|WP_132109281.1 [Flavobacterium hiemivividum]
GCF_004349145.1|WP_132109578.1 [Flavobacterium hiemivividum]
GCF_004349145.1|WP_132110169.1 [Flavobacterium hiemivividum]
GCF_004349145.1|WP_132112785.1 [Flavobacterium hiemivividum]
GCF_004349355.1|WP_132000882.1 [Flavobacterium cellulosilyticum]
GCF_004349355.1|WP_132001982.1 [Flavobacterium cellulosilyticum]
GCF_004352915.1|WP_132987588.1 [Flavobacterium zhairuonense]
GCF_004352915.1|WP_132988909.1 [Flavobacterium zhairuonense]
GCF_004634245.1|WP_135221651.1 [Flavobacterium foetidum]
GCF_004797125.1|WP_136151537.1 [Flavobacterium sangjuense]
GCF_006491595.2|WP_140962692.1 [Flavobacterium jejuense]
GCF_006491595.2|WP_317167919.1 [Flavobacterium jejuense]
GCF_006491645.1|WP_140996029.1 [Flavobacterium profundi]
GCF_007097145.1|WP_143374899.1 [Flavobacterium zepuense]
GCF_007097145.1|WP_143374929.1 [Flavobacterium zepuense]
GCF_007097245.1|WP_144256138.1 [Flavobacterium restrictum]
GCF_007097285.1|WP_143385705.1 [Flavobacterium gawalongense]
GCF_007097285.1|WP_143388681.1 [Flavobacterium gawalongense]
GCF_007097365.1|WP_317129783.1 [Flavobacterium franklandianum]
GCF_007341385.1|WP_144336171.1 [Flavobacterium daemonense]
GCF_007341385.1|WP_144338225.1 [Flavobacterium daemonense]
GCF_007830415.1|WP_133607359.1 [Flavobacterium cheniae]
GCF_007830415.1|WP_133609124.1 [Flavobacterium cheniae]
GCF_008369745.1|WP_317048805.1 [Flavobacterium nitrogenifigens]
GCF_008806775.1|WP_225318043.1 [Flavobacterium luteum]
GCF_009741375.1|WP_157482303.1 [Flavobacterium rakeshii]
GCF_009789235.1|WP_160373904.1 [Flavobacterium hydrocarbonoxydans]
GCF_009789235.1|WP_160374366.1 [Flavobacterium hydrocarbonoxydans]
GCF_009909155.2|WP_161641982.1 [Flavobacterium undicola]
GCF_010119235.1|WP_162126720.1 [Flavobacterium phycosphaerae]
GCF_010119235.1|WP_162126993.1 [Flavobacterium phycosphaerae]
GCF_010645065.1|WP_163398989.1 [Flavobacterium fluviatile]
GCF_010645065.1|WP_163400600.1 [Flavobacterium fluviatile]
GCF_010645065.1|WP_163401047.1 [Flavobacterium fluviatile]
GCF_010645065.1|WP_163401261.1 [Flavobacterium fluviatile]
GCF_010645065.1|WP_163401377.1 [Flavobacterium fluviatile]
GCF_010645075.1|WP_163393259.1 [Flavobacterium limi]
GCF_011392075.1|WP_166235772.1 [Flavobacterium celericrescens]
GCF_011392115.1|WP_166077207.1 [Flavobacterium difficile]
GCF_011392115.1|WP_166078115.1 [Flavobacterium difficile]
GCF_012911605.1|WP_169523163.1 [Flavobacterium solisilvae]
GCF_012911605.1|WP_169524376.1 [Flavobacterium solisilvae]
GCF_012911605.1|WP_169524457.1 [Flavobacterium solisilvae]
GCF_014305095.1|WP_187009051.1 [Flavobacterium kayseriense]
GCF_014305215.1|WP_166136339.1 [Flavobacterium turcicum]
GCF_014486675.1|WP_187656261.1 [Flavobacterium macrobrachii]
GCF_014486675.1|WP_187657468.1 [Flavobacterium macrobrachii]
GCF_014486675.1|WP_187657469.1 [Flavobacterium macrobrachii]
GCF_014486675.1|WP_187657659.1 [Flavobacterium macrobrachii]
GCF_014596575.1|WP_188219297.1 [Flavobacterium pokkalii]
GCF_014596575.1|WP_188219350.1 [Flavobacterium pokkalii]
GCF_014596575.1|WP_188219476.1 [Flavobacterium pokkalii]
GCF_014596575.1|WP_188219921.1 [Flavobacterium pokkalii]
GCF_014596575.1|WP_188221473.1 [Flavobacterium pokkalii]
GCF_014638005.1|WP_188361328.1 [Flavobacterium orientale]
GCF_014638005.1|WP_188361772.1 [Flavobacterium orientale]
GCF_014638005.1|WP_188362032.1 [Flavobacterium orientale]
GCF_014638005.1|WP_188363202.1 [Flavobacterium orientale]
GCF_014639535.1|WP_188492646.1 [Flavobacterium palustre]
GCF_014639535.1|WP_229732584.1 [Flavobacterium palustre]
GCF_014642915.1|WP_188620802.1 [Flavobacterium suaedae]
GCF_015182285.1|WP_193844619.1 [Flavobacterium hungaricum]
GCF_015223105.1|WP_194096326.1 [Flavobacterium proteolyticum]
GCF_017352115.1|WP_207295753.1 protein [Flavobacterium]
GCF_017948675.1|WP_210645517.1 [Flavobacterium flabelliforme]
GCF_018069925.1|WP_210788927.1 [Flavobacterium erciyesense]
GCF_018069925.1|WP_210791114.1 [Flavobacterium erciyesense]
GCF_019351435.1|WP_219316758.1 [Flavobacterium taihuense]
GCF_019351435.1|WP_219317361.1 [Flavobacterium taihuense]
GCF_019613795.1|WP_220641356.1 [Flavobacterium litorale]
GCF_019891545.1|WP_223053679.1 [Flavobacterium coralii]
GCF_020026925.1|WP_223678696.1 [Flavobacterium hibisci]
GCF_020026925.1|WP_223681820.1 [Flavobacterium hibisci]
GCF_020026925.1|WP_223682961.1 [Flavobacterium hibisci]
GCF_020026925.1|WP_223683364.1 [Flavobacterium hibisci]
GCF_020805785.1|WP_229349161.1 [Flavobacterium chungbukense]
GCF_020805785.1|WP_229349670.1 [Flavobacterium chungbukense]
GCF_020805785.1|WP_229351441.1 [Flavobacterium chungbukense]
GCF_020805785.1|WP_229352937.1 [Flavobacterium chungbukense]
GCF_021172145.1|WP_231842652.1 [Flavobacterium cyclinae]
GCF_021172145.1|WP_231842833.1 [Flavobacterium cyclinae]
GCF_021172145.1|WP_231842911.1 [Flavobacterium cyclinae]
GCF_021172145.1|WP_231843639.1 [Flavobacterium cyclinae]
GCF_021172165.1|WP_231834772.1 [Flavobacterium channae]
GCF_021245985.1|WP_232678820.1 [Flavobacterium soyae]
GCF_023162025.1|WP_248427294.1 [Flavobacterium pygoscelis]
GCF_023162025.1|WP_248428237.1 [Flavobacterium pygoscelis]
GCF_023656565.1|WP_250835184.1 protein [Flavobacterium]
GCF_023656565.1|WP_250837100.1 [Flavobacterium tyrosinilyticum]
GCF_024499525.1|WP_256634868.1 protein [Flavobacterium]
GCF_024649945.1|WP_144218397.1 protein [Flavobacterium]
GCF_024649945.1|WP_144219410.1 protein [Flavobacterium]
GCF_025909975.1|WP_264369843.1 [Flavobacterium lacisediminis]
GCF_027111255.2|WP_281310522.1 [Flavobacterium flavigenum]
GCF_027111315.2|WP_269241802.1 [Flavobacterium limnophilum]
GCF_027111315.2|WP_281298372.1 [Flavobacterium limnophilum]
GCF_027474525.2|WP_269686454.1 [Flavobacterium lacustre]
GCF_029625295.1|WP_110307227.1 protein [Flavobacterium]
GCF_029625295.1|WP_278010739.1 [Flavobacterium gyeonganense]
GCF_029625295.1|WP_278012022.1 [Flavobacterium gyeonganense]
GCF_029625315.1|WP_278020675.1 [Flavobacterium ginsengisoli]
GCF_029625315.1|WP_278022442.1 [Flavobacterium ginsengisoli]
GCF_029625335.1|WP_278034573.1 [Flavobacterium nitratireducens]
GCF_029625335.1|WP_278036300.1 [Flavobacterium nitratireducens]
GCF_029625335.1|WP_278036386.1 [Flavobacterium nitratireducens]
GCF_029625335.1|WP_278036487.1 [Flavobacterium nitratireducens]
GCF_029625335.1|WP_340696385.1 [Flavobacterium nitratireducens]
GCF_029866485.1|WP_264532970.1 protein [Flavobacterium]
GCF_030409795.1|WP_290286426.1 [Flavobacterium paronense]
GCF_900099915.1|WP_091257372.1 [Flavobacterium omnivorum]
GCF_900099915.1|WP_091258757.1 [Flavobacterium omnivorum]
GCF_900100165.1|WP_066327798.1 [Flavobacterium glycines]
GCF_900100165.1|WP_066328770.1 [Flavobacterium glycines]
GCF_900100165.1|WP_066329252.1 [Flavobacterium glycines]
GCF_900100625.1|WP_023576587.1 [Flavobacterium saliperosum]
GCF_900101895.1|WP_211516817.1 [Flavobacterium caeni]
GCF_900108955.1|WP_091315109.1 [Flavobacterium terrigena]
GCF_900110375.1|WP_091172898.1 [Flavobacterium sinopsychrotolerans]
GCF_900110615.1|WP_091467694.1 [Flavobacterium urocaniciphilum]
GCF_900111075.1|WP_074720392.1 [Flavobacterium frigoris]
GCF_900111965.1|WP_091474982.1 [Flavobacterium swingsii]
GCF_900112575.1|WP_091493415.1 [Flavobacterium phragmitis]
GCF_900112975.1|WP_091203115.1 [Flavobacterium xueshanense]
GCF_900112975.1|WP_091205776.1 [Flavobacterium xueshanense]
GCF_900114945.1|WP_024981563.1 [Flavobacterium succinicans]
GCF_900114945.1|WP_024982571.1 [Flavobacterium succinicans]
GCF_900129545.1|WP_073367708.1 [Flavobacterium fluvii]
GCF_900129545.1|WP_073369899.1 [Flavobacterium fluvii]
GCF_900129555.1|WP_073416894.1 [Flavobacterium defluvii]
GCF_900129575.1|WP_072989442.1 [Flavobacterium segetis]
GCF_900129575.1|WP_072989447.1 [Flavobacterium segetis]
GCF_900129575.1|WP_072989599.1 [Flavobacterium segetis]
GCF_900129585.1|WP_073018511.1 [Flavobacterium micromati]
GCF_900129585.1|WP_073019315.1 [Flavobacterium micromati]
GCF_900142035.1|WP_073308745.1 [Flavobacterium terrae]
GCF_900142035.1|WP_073312035.1 [Flavobacterium terrae]
GCF_900142055.1|WP_072783707.1 [Flavobacterium haoranii]
GCF_900142055.1|WP_072783709.1 [Flavobacterium haoranii]
GCF_900142055.1|WP_072783711.1 [Flavobacterium haoranii]
GCF_900142685.1|WP_068842277.1 [Flavobacterium chilense]
GCF_900142695.1|WP_073353290.1 [Flavobacterium xanthum]
GCF_900142695.1|WP_073353634.1 [Flavobacterium xanthum]
GCF_900142695.1|WP_073353844.1 [Flavobacterium xanthum]
GCF_900142695.1|WP_073353845.1 [Flavobacterium xanthum]
GCF_900142695.1|WP_073355410.1 [Flavobacterium xanthum]
GCF_900142715.1|WP_243396847.1 [Flavobacterium pectinovorum]
GCF_900142735.1|WP_072973023.1 [Flavobacterium saccharophilum]
GCF_900142735.1|WP_072975897.1 [Flavobacterium saccharophilum]
GCF_900142775.1|WP_073240733.1 [Flavobacterium flevense]
GCF_900142775.1|WP_073246066.1 [Flavobacterium flevense]
GCF_900142775.1|WP_170215518.1 [Flavobacterium flevense]
GCF_900142885.1|WP_073208889.1 [Flavobacterium xinjiangense]
GCF_900142885.1|WP_073209704.1 [Flavobacterium xinjiangense]
GCF_900143245.1|WP_066079071.1 [Flavobacterium fryxellicola]
GCF_900148835.1|WP_073581631.1 [Flavobacterium cucumis]
GCF_900182645.1|WP_142452168.1 [Flavobacterium resistens]
GCF_903819435.1|WP_180909423.1 [Flavobacterium salmonis]
GCF_903819435.1|WP_180910269.1 [Flavobacterium salmonis]
GCF_946903285.1|WP_263363145.1 [Flavobacterium collinsii]
GCF_000153705.1|WP_007066992.1 [Fulvimarina pelagi]
GCF_000153705.1|WP_007067099.1 [Fulvimarina pelagi]
GCF_000219045.1|WP_013923596.1 [Francisella salina]
GCF_000260115.1|WP_008614757.1 [Galbibacter orientalis]
GCF_000331535.1|WP_040495888.1 [Fulvivirga imtechensis]
GCF_000723205.1|WP_038531711.1 [Formosa agariphila]
GCF_001182895.1|WP_049621058.1 [Frateuria defendens]
GCF_001685485.1|WP_066219210.1 [Formosa haliotis]
GCF_001685485.1|WP_066224401.1 [Formosa haliotis]
GCF_001895265.1|WP_072711189.1 [Francisella uliginis]
GCF_001895265.1|WP_072711448.1 [Francisella uliginis]
GCF_001895265.1|WP_072713520.1 [Francisella uliginis]
GCF_003259265.1|WP_066430786.1 [Gelidibacter algens]
GCF_003259265.1|WP_066434729.1 [Gelidibacter algens]
GCF_003290445.1|WP_112870930.1 [Francisella adeliensis]
GCF_003347095.1|WP_205334655.1 [Francisella opportunistica]
GCF_005869845.1|WP_138431358.1 [Fodinibius saliphilus]
GCF_005869845.1|WP_138431950.1 [Fodinibius saliphilus]
GCF_008084905.1|WP_148454352.1 [Formosa maritima]
GCF_008084905.1|WP_317131659.1 [Formosa maritima]
GCF_008124865.1|WP_148898308.1 [Fodinibius salinus]
GCF_008124865.1|WP_148898404.1 [Fodinibius salinus]
GCF_008124865.1|WP_148898860.1 [Fodinibius salinus]
GCF_008369785.1|WP_149367925.1 [Francisella marina]
GCF_009711475.1|WP_155208875.1 [Fulvivirga aurantia]
GCF_009711475.1|WP_343030487.1 partial [Fulvivirga
GCF_009711525.1|WP_155186496.1 [Fulvivirga lutimaris]
GCF_009711525.1|WP_155186763.1 [Fulvivirga lutimaris]
GCF_009711525.1|WP_155186900.1 [Fulvivirga lutimaris]
GCF_009711525.1|WP_155188567.1 [Fulvivirga lutimaris]
GCF_009711525.1|WP_185153632.1 [Fulvivirga lutimaris]
GCF_011059105.1|WP_165266908.1 [Fodinibius halophilus]
GCF_011059105.1|WP_165269683.1 [Fodinibius halophilus]
GCF_011059105.1|WP_165269739.1 [Fodinibius halophilus]
GCF_011059105.1|WP_165271464.1 [Fodinibius halophilus]
GCF_013294015.1|WP_173778284.1 [Frigoriflavimonas asaccharolytica]
GCF_014287875.1|WP_227148065.1 protein [Eubacteriales]
GCF_014982745.1|WP_226385250.1 [Gallibacter intestinalis]
GCF_016734785.1|WP_202027755.1 [Galbibacter mesophilus]
GCF_016757215.1|WP_202242982.1 [Fulvivirga sediminis]
GCF_016757215.1|WP_202245858.1 [Fulvivirga sediminis]
GCF_017068455.1|WP_205721194.1 [Fulvivirga lutea]
GCF_017068455.1|WP_205722236.1 [Fulvivirga lutea]
GCF_017068455.1|WP_205723077.1 [Fulvivirga lutea]
GCF_017872935.1|WP_057784145.1 [Formosa algae]
GCF_017872935.1|WP_232301578.1 [Formosa algae]
GCF_018972105.1|WP_216692422.1 [Francisella salimarina]
GCF_020328055.1|WP_255647312.1 [Fulvivirga sedimenti]
GCF_021389935.1|WP_233769089.1 [Fulvivirga ligni]
GCF_021389935.1|WP_233769091.1 [Fulvivirga ligni]
GCF_021389955.1|WP_233775890.1 [Fulvivirga maritima]
GCF_021389955.1|WP_233776295.1 [Fulvivirga maritima]
GCF_021389975.1|WP_233761264.1 [Fulvivirga ulvae]
GCF_021389975.1|WP_306416008.1 [Fulvivirga ulvae]
GCF_024158125.1|WP_269332623.1 [Futiania mangrovii]
GCF_900450965.1|WP_058468166.1 [Fluoribacter gormanii]
GCF_900450965.1|WP_058468631.1 [Fluoribacter gormanii]
GCF_900450965.1|WP_058469138.1 [Fluoribacter gormanii]
GCF_900450965.1|WP_064276665.1 [Fluoribacter gormanii]
GCF_900450965.1|WP_115266138.1 [Fluoribacter gormanii]
GCF_900450965.1|WP_115266149.1 [Fluoribacter gormanii]
GCF_900450965.1|WP_115266152.1 [Fluoribacter gormanii]
GCF_900450965.1|WP_115266159.1 [Fluoribacter gormanii]
GCF_900450965.1|WP_115266166.1 [Fluoribacter gormanii]
GCF_900450965.1|WP_115266168.1 [Fluoribacter gormanii]
GCF_900450965.1|WP_115266192.1 [Fluoribacter gormanii]
GCF_900450965.1|WP_115266213.1 [Fluoribacter gormanii]
GCF_900450965.1|WP_115266221.1 [Fluoribacter gormanii]
GCF_900450965.1|WP_115266242.1 [Fluoribacter gormanii]
GCF_900450965.1|WP_115266249.1 [Fluoribacter gormanii]
GCF_900450965.1|WP_115266259.1 [Fluoribacter gormanii]
GCF_900450965.1|WP_115266265.1 [Fluoribacter gormanii]
GCF_900450965.1|WP_244911110.1 [Fluoribacter gormanii]
GCF_000226565.1|WP_014108041.1 [Glaciecola nitratireducens]
GCF_000243235.1|WP_040507051.1 [Gillisia limnaea]
GCF_000258765.1|WP_010232418.1 [Gillisia marina]
GCF_000258765.1|WP_029331618.1 [Gillisia marina]
GCF_000744415.1|WP_038249528.1 [Ghiorsea bivora]
GCF_000832015.1|WP_232301155.1 [Gilvimarinus agarilyticus]
GCF_001756615.1|WP_070111946.1 [Glaciecola punicea]
GCF_004115975.1|WP_129016501.1 [Gelidibacter gilvus]
GCF_004115975.1|WP_129017198.1 [Gelidibacter gilvus]
GCF_004115975.1|WP_129017862.1 [Gelidibacter gilvus]
GCF_004115975.1|WP_262707955.1 [Gelidibacter gilvus]
GCF_004364975.1|WP_133757350.1 [Gelidibacter sediminis]
GCF_004768445.1|WP_135402914.1 [Geotoga petraea]
GCF_007097155.1|WP_144237437.1 [Glacieibacterium frigidum]
GCF_007997285.1|WP_146888462.1 [Gelidibacter salicanalis]
GCF_007997285.1|WP_146893747.1 [Gelidibacter salicanalis]
GCF_007997285.1|WP_146894087.1 [Gelidibacter salicanalis]
GCF_008710285.1|WP_150416971.1 [Ginsengibacter hankyongi]
GCF_009497155.1|WP_153236115.1 [Glaciimonas soli]
GCF_009806515.1|WP_159713259.1 [Geminicoccus flavidas]
GCF_010725055.1|WP_163517273.1 [Gelidibacter japonicus]
GCF_010725055.1|WP_240338070.1 [Gelidibacter japonicus]
GCF_017581925.1|WP_208232339.1 [Gelidibacter pelagius]
GCF_017581925.1|WP_208235341.1 [Gelidibacter pelagius]
GCF_017581925.1|WP_208235397.1 [Gelidibacter pelagius]
GCF_017581925.1|WP_236027176.1 [Gelidibacter pelagius]
GCF_017581925.1|WP_236027217.1 [Gelidibacter pelagius]
GCF_019800005.1|WP_223861627.1 [Geminicoccus harenae]
GCF_024195295.1|WP_253968587.1 [Gilvimarinus xylanilyticus]
GCF_026226615.1|WP_265823311.1 [Geovibrio ferrireducens]
GCF_028561565.1|WP_087524496.1 protein [Gilvibacter]
GCF_900142145.1|WP_110941787.1 [Geosporobacter subterraneus]
GCF_907163265.1|WP_220635026.1 [Georgfuchsia toluolica]
GCF_000178955.2|WP_014263277.1 [Granulicella mallensis]
GCF_000178955.2|WP_014264788.1 [Granulicella mallensis]
GCF_000178955.2|WP_014267556.1 [Granulicella mallensis]
GCF_000178975.2|WP_013579160.1 [Granulicella tundricola]
GCF_000247715.1|WP_014361951.1 [Gordonia polyisoprenivorans]
GCF_002911695.1|WP_103663912.1 [Gracilimonas amylolytica]
GCF_002911695.1|WP_103664125.1 [Gracilimonas amylolytica]
GCF_004000605.1|WP_127565346.1 [Glycocaulis alkaliphilus]
GCF_004000605.1|WP_127566386.1 [Glycocaulis alkaliphilus]
GCF_004000605.1|WP_127567507.1 [Glycocaulis alkaliphilus]
GCF_004000605.1|WP_127568348.1 [Glycocaulis alkaliphilus]
GCF_004101785.1|WP_128425148.1 [Gudongella oleilytica]
GCF_004115155.1|WP_128913344.1 [Granulicella sibirica]
GCF_011059145.1|WP_165141938.1 [Halalkalibaculum roseum]
GCF_011059145.1|WP_165143194.1 [Halalkalibaculum roseum]
GCF_011059145.1|WP_165143602.1 [Halalkalibaculum roseum]
GCF_014639075.1|WP_188450893.1 [Glycocaulis albus]
GCF_014639075.1|WP_188452399.1 [Glycocaulis albus]
GCF_014639075.1|WP_188452754.1 [Glycocaulis albus]
GCF_014639075.1|WP_188452777.1 [Glycocaulis albus]
GCF_022410465.1|WP_240100100.1 [Christiangramia crocea]
GCF_022570735.2|WP_241551826.1 [Christiangramia oceanisediminis]
GCF_022570735.2|WP_241551827.1 [Christiangramia oceanisediminis]
GCF_023805255.1|WP_252111333.1 [Gramella jeungdoensis]
GCF_023805255.1|WP_252111948.1 [Gramella jeungdoensis]
GCF_025685545.1|WP_263379858.1 [Granulicella paludicola]
GCF_025685545.1|WP_263379990.1 [Granulicella paludicola]
GCF_025685565.1|WP_263373145.1 [Granulicella aggregans]
GCF_025685565.1|WP_263374352.1 [Granulicella aggregans]
GCF_025685565.1|WP_263374778.1 [Granulicella aggregans]
GCF_025685565.1|WP_263375709.1 [Granulicella aggregans]
GCF_027920805.1|WP_274942465.1 [Govania unica]
GCF_027920805.1|WP_274944351.1 [Govania unica]
GCF_027920805.1|WP_346742484.1 [Govania unica]
GCF_900114625.1|WP_089839273.1 [Granulicella pectinivorans]
GCF_900182705.1|WP_142454007.1 [Gracilimonas mengyeensis]
GCF_900182705.1|WP_142456235.1 [Gracilimonas mengyeensis]
GCF_900188085.1|WP_089410279.1 [Granulicella rosea]
GCF_900188085.1|WP_245817768.1 [Granulicella rosea]
GCF_900188085.1|WP_245818002.1 [Granulicella rosea]
GCF_000236035.1|WP_208854502.1 [Vreelandella boliviensis]
GCF_002869505.1|WP_084197661.1 [Halioglobus japonicus]
GCF_003298795.1|WP_167408845.1 [Vreelandella sulfidaeris]
GCF_003444685.1|WP_118130493.1 [Halopseudomonas gallaeciensis]
GCF_003612795.1|WP_120386668.1 [Vreelandella alkaliphila]
GCF_006546625.1|WP_317129103.1 [Haloflavibacter putidus]
GCF_008365385.1|WP_149333175.1 [Halopseudomonas laoshanensis]
GCF_009388985.1|WP_152660768.1 [Halioglobus maricola]
GCF_013371085.1|WP_246286484.1 [Vreelandella maris]
GCF_013415105.1|WP_179929664.1 [Halomonas salicampi]
GCF_014697095.1|WP_022519796.1 protein [Halomonadaceae]
GCF_016584085.1|WP_200348306.1 [Halochromatium glycolicum]
GCF_016859375.1|WP_146945360.1 [Vreelandella venusta]
GCF_030295685.1|WP_269687747.1 protein [Halopseudomonas]
GCF_000023785.1|WP_015826272.1 [Hirschia baltica]
GCF_000023785.1|WP_015827204.1 [Hirschia baltica]
GCF_000023785.1|WP_015828889.1 [Hirschia baltica]
GCF_000023785.1|WP_233356750.1 [Hirschia baltica]
GCF_000154705.2|WP_007198568.1 [Hoeflea phototrophica]
GCF_000154705.2|WP_007199339.1 [Hoeflea phototrophica]
GCF_000364285.1|WP_004083971.1 [Helicobacter bilis]
GCF_000376805.1|WP_018146725.1 [Henriciella marina]
GCF_000376805.1|WP_018147994.1 [Henriciella marina]
GCF_000376805.1|WP_018148702.1 [Henriciella marina]
GCF_000376805.1|WP_018148853.1 [Henriciella marina]
GCF_000378345.1|WP_018998240.1 [Hirschia maritima]
GCF_000410875.1|WP_022964726.1 [Halopseudomonas pelagia]
GCF_000428525.1|WP_026941933.1 [Hellea balneolensis]
GCF_000428525.1|WP_026942452.1 [Hellea balneolensis]
GCF_000428525.1|WP_026942656.1 [Hellea balneolensis]
GCF_000428525.1|WP_051279812.1 [Hellea balneolensis]
GCF_000428525.1|WP_084168997.1 [Hellea balneolensis]
GCF_000428525.1|WP_084169039.1 [Hellea balneolensis]
GCF_000428525.1|WP_154813634.1 [Hellea balneolensis]
GCF_002025725.1|WP_079219254.1 [Herbaspirillum robiniae]
GCF_002056295.1|WP_218189147.1 [Halopseudomonas phragmitis]
GCF_002088935.1|WP_084420873.1 [Henriciella litoralis]
GCF_002088975.1|WP_084396266.1 [Henriciella aquimarina]
GCF_002088975.1|WP_084396729.1 [Henriciella aquimarina]
GCF_002895005.1|WP_103052288.1 [Hanstruepera neustonica]
GCF_002895005.1|WP_317047296.1 [Hanstruepera neustonica]
GCF_002903165.1|WP_104737129.1 [Halopseudomonas oceani]
GCF_003182275.1|WP_110034423.1 [Hoeflea marina]
GCF_003364195.1|WP_112052794.1 protein [Helicobacter]
GCF_003364195.1|WP_115543413.1 [Helicobacter didelphidarum]
GCF_003364255.1|WP_115511873.1 marmotae]
GCF_003364265.1|WP_181882266.1 partial [Helicobacter
GCF_003546685.2|WP_034572218.1 [Helicobacter saguini]
GCF_003550065.1|WP_119035047.1 [Hephaestia caeni]
GCF_003550065.1|WP_119036335.1 [Hephaestia caeni]
GCF_003550065.1|WP_119036585.1 [Hephaestia caeni]
GCF_003550065.1|WP_119037058.1 [Hephaestia caeni]
GCF_003550065.1|WP_119037650.1 [Hephaestia caeni]
GCF_003550065.1|WP_342768473.1 [Hephaestia caeni]
