GENOME,HOMOLOG
GCF_003729985.1_ASM372998v1,YES
GCF_003795375.1_ASM379537v1,NO
GCF_003812345.1_ASM381234v1,NO
GCF_003815615.1_ASM381561v1,YES
GCF_003815695.1_ASM381569v1,NO
GCF_003815775.1_ASM381577v1,NO
GCF_003815875.1_ASM381587v1,YES
GCF_003815915.1_ASM381591v1,NO
GCF_003815975.1_ASM381597v1,NO
GCF_003815995.1_ASM381599v1,YES
GCF_003860545.1_ASM386054v1,NO
GCF_003860565.1_ASM386056v1,NO
GCF_003938205.1_ASM393820v1,NO
GCF_003971235.1_ASM397123v1,YES
GCF_003990915.1_ASM399091v1,NO
GCF_004137355.1_ASM413735v1,NO
GCF_004328965.1_ASM432896v1,YES
GCF_004341915.1_ASM434191v1,YES
GCF_004353185.1_ASM435318v1,NO
GCF_004353845.1_ASM435384v1,NO
GCF_004359195.1_ASM435919v1,NO
GCF_004684345.1_ASM468434v1,NO
GCF_004801125.1_ASM480112v1,NO
GCF_004916905.1_ASM491690v1,YES
GCF_006175945.1_ASM617594v1,NO
GCF_007474535.1_ASM747453v1,NO
GCF_007474545.1_ASM747454v1,YES
GCF_007991455.1_ASM799145v1,NO
GCF_007992095.1_ASM799209v1,NO
GCF_008274625.1_ASM827462v1,YES
GCF_008386485.1_ASM838648v1,YES
GCF_008386505.1_ASM838650v1,YES
GCF_008693605.1_ASM869360v1,NO
GCF_008693645.1_ASM869364v1,NO
GCF_009295665.1_ASM929566v1,NO
GCF_009602705.1_ASM960270v1,NO
GCF_009648935.1_ASM964893v1,NO
GCF_009739655.1_ASM973965v1,NO
GCF_012273615.1_ASM1227361v1,NO
GCF_012927265.1_ASM1292726v1,NO
GCF_013839445.1_ASM1383944v1,NO
GCF_013839525.1_ASM1383952v1,YES
GCF_014126615.1_ASM1412661v1,YES
GCF_014218275.1_ASM1421827v1,NO
GCF_014623485.1_ASM1462348v1,NO
GCF_014645315.1_ASM1464531v1,NO
GCF_014645495.1_ASM1464549v1,NO
GCF_014775655.1_ASM1477565v1,NO
GCF_014836335.1_ASM1483633v1,NO
GCF_014837145.1_ASM1483714v1,NO
GCF_014982975.1_ASM1498297v1,NO
GCF_015234215.1_ASM1523421v1,NO
GCF_016316925.1_ASM1631692v1,NO
GCF_016595215.1_ASM1659521v1,YES
GCF_016735585.2_ASM1673558v2,YES
GCF_016735595.1_ASM1673559v1,NO
GCF_016745235.1_ASM1674523v1,YES
GCF_016893685.1_ASM1689368v1,NO
GCF_016909155.1_ASM1690915v1,NO
GCF_017255415.1_ASM1725541v1,NO
GCF_017874415.1_ASM1787441v1,NO
GCF_018128425.1_ASM1812842v1,NO
GCF_018223745.1_ASM1822374v1,NO
GCF_018598225.1_ASM1859822v1,YES
GCF_018598585.1_ASM1859858v1,YES
GCF_018885085.1_ASM1888508v1,NO
GCF_019039035.1_ASM1903903v1,NO
GCF_019047765.1_ASM1904776v1,NO
GCF_019970085.1_ASM1997008v1,NO
GCF_020176155.1_ASM2017615v1,NO
GCF_020443705.1_ASM2044370v1,NO
GCF_020908015.1_ASM2090801v1,NO
GCF_020911725.1_ASM2091172v1,NO
GCF_020911865.1_ASM2091186v1,YES
GCF_020985365.1_ASM2098536v1,YES
GCF_021278965.1_ASM2127896v1,NO
GCF_021278985.1_ASM2127898v1,NO
GCF_021311115.1_ASM2131111v1,YES
GCF_021412605.1_ASM2141260v1,NO
GCF_021922925.1_ASM2192292v1,NO
GCF_021952865.1_ASM2195286v1,NO
GCF_022811665.1_ASM2281166v1,NO
GCF_022811685.1_ASM2281168v1,YES
GCF_022968825.1_ASM2296882v1,YES
GCF_023195755.1_ASM2319575v1,YES
GCF_023703365.1_ASM2370336v1,YES
GCF_023806125.1_ASM2380612v1,NO
GCF_024023655.1_ASM2402365v1,NO
GCF_024807225.1_ASM2480722v1,YES
GCF_025403485.1_ASM2540348v1,NO
GCF_025457425.1_ASM2545742v1,NO
GCF_025628965.1_ASM2562896v1,YES
GCF_025628985.1_ASM2562898v1,NO
GCF_025971925.1_ASM2597192v1,NO
GCF_025971945.1_ASM2597194v1,NO
GCF_026460885.1_ASM2646088v1,YES
GCF_026735135.1_ASM2673513v1,NO
GCF_027920505.1_ASM2792050v1,YES
GCF_028570795.1_ASM2857079v1,YES
GCF_029891735.1_ASM2989173v1,NO
GCF_030294585.1_ASM3029458v1,NO
GCF_030409875.1_ASM3040987v1,NO
GCF_900078205.2_PRJEB13113,NO
GCF_900099685.1_IMG-taxon_2675903150_annotated_assembly,YES
GCF_900100075.1_IMG-taxon_2684623012_annotated_assembly,YES
GCF_900100115.1_IMG-taxon_2684622906_annotated_assembly,YES
GCF_900107235.1_IMG-taxon_2693429906_annotated_assembly,NO
GCF_900108365.1_IMG-taxon_2687453786_annotated_assembly,NO
GCF_900109935.1_IMG-taxon_2675903154_annotated_assembly,YES
GCF_900111495.1_IMG-taxon_2684622833_annotated_assembly,YES
GCF_900114875.1_IMG-taxon_2654587896_annotated_assembly,NO
GCF_900115055.1_IMG-taxon_2684622910_annotated_assembly,NO
GCF_900116415.1_IMG-taxon_2684622901_annotated_assembly,NO
GCF_900129385.1_IMG-taxon_2695420944_annotated_assembly,YES
GCF_900129725.1_IMG-taxon_2617270831_annotated_assembly,YES
GCF_900129755.1_IMG-taxon_2684623028_annotated_assembly,YES
GCF_900130005.1_IMG-taxon_2585428078_annotated_assembly,NO
GCF_900141845.1_IMG-taxon_2585428089_annotated_assembly,NO
GCF_900142075.1_IMG-taxon_2703719061_annotated_assembly,NO
GCF_900142445.1_IMG-taxon_2700988715_annotated_assembly,YES
GCF_900142615.1_IMG-taxon_2700988701_annotated_assembly,YES
GCF_900143185.1_IMG-taxon_2690315624_annotated_assembly,YES
GCF_900156575.1_IMG-taxon_2681813504_annotated_assembly,YES
GCF_900156685.1_IMG-taxon_2681813514_annotated_assembly,NO
GCF_900156735.1_IMG-taxon_2681813509_annotated_assembly,NO
GCF_900169075.1_PRJEB19812,NO
GCF_900176305.1_IMG-taxon_2585428079_annotated_assembly,NO
GCF_900182655.1_IMG-taxon_2724679795_annotated_assembly,YES
GCF_900182825.1_IMG-taxon_2724679817_annotated_assembly,YES
GCF_900187165.1_52121_G02,NO
GCF_900290265.1_PRJEB24600,NO
GCF_900460995.1_42552_F01,NO
GCF_900637665.1_52437_G01,NO
GCF_900683625.1_56279_G01,YES
GCF_902728265.1_Chryseobacterium_CECT9293_SPAdes_Prokka,NO
GCF_902729325.1_Chryseobacterium_CECT9393_SPAdes_Prokka,NO
GCF_903166575.1_P9602,YES
GCF_907163105.1_CB-03_assembly,NO
GCF_000007625.1_ASM762v1,NO
GCF_000010265.1_ASM1026v1,NO
GCF_000012325.1_ASM1232v1,YES
GCF_000143685.1_ASM14368v1,NO
GCF_000155555.1_ASM15555v1,YES
GCF_000225705.1_Coll_tana_YIT_12063_V1,NO
GCF_000300195.1_ASM30019v1,NO
GCF_000340885.1_ASM34088v1,NO
GCF_000371465.1_Clos_coli_209318_V1,NO
GCF_000378425.1_ASM37842v1,NO
GCF_000378625.1_ASM37862v1,NO
GCF_000424025.1_ASM42402v1,NO
GCF_000429825.1_ASM42982v1,NO
GCF_000429845.1_ASM42984v1,NO
GCF_000473995.1_ASM47399v1,NO
GCF_000484635.1_ASM48463v1,NO
GCF_000515335.1_ASM51533v1,NO
GCF_000577815.1_JCC,NO
GCF_000612845.1_AP5T,NO
GCF_000619945.1_ASM61994v1,NO
GCF_000686705.1_ASM68670v1,NO
GCF_000724225.2_NCTC9693_1.0,NO
GCF_000732635.1_CloSul1.0,NO
GCF_000739995.1_ASM73999v1,NO
GCF_000829465.1_ASM82946v1,NO
GCF_000968375.1_ASM96837v1,NO
GCF_001243045.1_Clostridium_niameyense,NO
GCF_001244495.1_Clostridium_phoceensis,YES
GCF_001403635.1_Clostridium_massilioamazoniensis,NO
GCF_001405015.1_13470_2_75,NO
GCF_001458235.1_Thalassobius_sp._CECT5114_Seqman_Prokka,NO
GCF_001584145.1_ASM158414v1,NO
GCF_001584205.1_ASM158420v1,YES
GCF_001584225.1_ASM158422v1,YES
GCF_001594005.1_ASM159400v1,NO
GCF_001637325.1_ASM163732v1,NO
GCF_001642655.1_ASM164265v1,NO
GCF_001675165.1_ASM167516v1,NO
GCF_001735765.2_ASM173576v2,NO
GCF_001856695.1_ASM185669v1,NO
GCF_002006345.1_ASM200634v1,NO
GCF_002006355.2_ASM200635v2,NO
GCF_002008345.1_ASM200834v1,NO
GCF_002029235.1_ASM202923v1,NO
GCF_002056725.1_ASM205672v1,NO
GCF_002076895.1_ASM207689v1,NO
GCF_002080475.1_ASM208047v1,NO
GCF_002096055.1_ASM209605v1,NO
GCF_002104435.1_ASM210443v1,NO
GCF_002104455.1_ASM210445v1,NO
GCF_002104475.1_ASM210447v1,NO
GCF_002104515.1_ASM210451v1,NO
GCF_002207865.1_ASM220786v1,NO
GCF_002285495.1_ASM228549v1,NO
GCF_002736145.1_ASM273614v1,NO
GCF_002843355.2_ASM284335v2,YES
GCF_002866925.1_ASM286692v1,NO
GCF_002995745.1_ASM299574v1,NO
GCF_002995785.1_ASM299578v1,NO
GCF_002995795.1_ASM299579v1,NO
GCF_002995845.1_ASM299584v1,NO
GCF_003096175.1_ASM309617v1,NO
GCF_003316845.1_ASM331684v1,NO
GCF_003324485.1_ASM332448v1,NO
GCF_003386205.1_ASM338620v1,NO
GCF_003386235.1_ASM338623v1,NO
GCF_003432035.1_ASM343203v1,NO
GCF_003570905.1_ASM357090v1,NO
GCF_003574655.1_ASM357465v1,NO
GCF_003600355.1_ASM360035v1,NO
GCF_003606265.1_ASM360626v1,NO
GCF_003614235.1_ASM361423v1,NO
GCF_003628305.1_ASM362830v1,NO
GCF_003713065.1_ASM371306v1,NO
GCF_004011155.1_ASM401115v1,NO
GCF_004015185.1_ASM401518v1,NO
GCF_004295585.1_ASM429558v1,NO
GCF_004339015.1_ASM433901v1,NO
GCF_004564235.1_ASM456423v1,NO
GCF_004794105.1_ASM479410v1,NO
GCF_004801405.1_ASM480140v1,NO
GCF_005049045.1_ASM504904v1,NO
GCF_005144735.1_ASM514473v1,NO
GCF_005885605.1_ASM588560v1,NO
GCF_006351925.1_ASM635192v1,NO
GCF_007786215.1_ASM778621v1,NO
GCF_007786475.1_ASM778647v1,NO
GCF_007954275.1_ASM795427v1,YES
GCF_007954355.1_ASM795435v1,YES
GCF_007954405.1_ASM795440v1,NO
GCF_008705175.1_ASM870517v1,NO
GCF_009295725.1_ASM929572v1,NO
GCF_009696375.1_ASM969637v1,NO
GCF_009800965.1_ASM980096v1,YES
GCF_009931455.1_ASM993145v1,NO
GCF_011326755.1_ASM1132675v1,NO
GCF_012844445.1_ASM1284444v1,NO
GCF_012849095.1_ASM1284909v1,NO
GCF_012926525.1_ASM1292652v1,NO
GCF_013294265.1_ASM1329426v1,NO
GCF_013363755.1_ASM1336375v1,NO
GCF_014107495.1_ASM1410749v1,NO
GCF_014109725.1_ASM1410972v1,NO
GCF_014193895.1_ASM1419389v1,NO
GCF_014212055.1_ASM1421205v1,NO
GCF_014212125.1_ASM1421212v1,NO
GCF_014287815.1_ASM1428781v1,NO
GCF_014287825.1_ASM1428782v1,NO
GCF_014287925.1_ASM1428792v1,NO
GCF_014297275.1_ASM1429727v1,NO
GCF_014836325.1_ASM1483632v1,NO
GCF_014836675.1_ASM1483667v1,NO
GCF_014836835.1_ASM1483683v1,NO
GCF_015351765.1_ASM1535176v1,NO
GCF_016595795.1_ASM1659579v1,NO
GCF_016765585.1_ASM1676558v1,NO
GCF_016765615.1_ASM1676561v1,NO
GCF_016908015.1_ASM1690801v1,NO
GCF_016937515.1_ASM1693751v1,NO
GCF_017312485.1_ASM1731248v1,NO
GCF_017348895.1_ASM1734889v1,NO
GCF_017368815.1_ASM1736881v1,NO
GCF_017873235.1_ASM1787323v1,NO
GCF_017874075.1_ASM1787407v1,NO
GCF_017874425.1_ASM1787442v1,NO
GCF_017874835.1_ASM1787483v1,NO
GCF_018064205.1_ASM1806420v1,NO
GCF_018304945.1_ASM1830494v1,NO
GCF_018304965.1_ASM1830496v1,YES
GCF_018305005.1_ASM1830500v1,YES
GCF_018332455.1_ASM1833245v1,NO
GCF_018333175.1_ASM1833317v1,NO
GCF_018861705.1_ASM1886170v1,NO
GCF_018861735.1_ASM1886173v1,NO
GCF_018861865.1_ASM1886186v1,NO
GCF_018916625.1_ASM1891662v1,NO
GCF_018918285.1_ASM1891828v1,NO
GCF_018919175.1_ASM1891917v1,NO
GCF_019186805.1_ASM1918680v1,NO
GCF_019207025.1_ASM1920702v1,NO
GCF_019431045.1_ASM1943104v1,NO
GCF_019753795.1_ASM1975379v1,NO
GCF_019977655.1_ASM1997765v1,NO
GCF_020080045.1_ASM2008004v1,NO
GCF_020138775.1_ASM2013877v1,NO
GCF_020217465.1_ASM2021746v1,NO
GCF_020450145.1_ASM2045014v1,NO
GCF_020735465.1_ASM2073546v1,NO
GCF_021026195.1_ASM2102619v1,NO
GCF_021043395.1_ASM2104339v1,NO
GCF_021432385.1_ASM2143238v1,NO
GCF_022352055.1_ASM2235205v1,NO
GCF_022538055.1_ASM2253805v1,YES
GCF_022538115.1_ASM2253811v1,YES
GCF_022669015.1_ASM2266901v1,NO
GCF_023656515.1_ASM2365651v1,NO
GCF_023705585.1_ASM2370558v1,NO
GCF_024341905.1_ASM2434190v1,NO
GCF_026650945.1_ASM2665094v1,NO
GCF_026735165.1_ASM2673516v1,NO
GCF_027698965.1_ASM2769896v1,NO
GCF_029525555.1_ASM2952555v1,NO
GCF_029525575.1_ASM2952557v1,NO
GCF_029846315.1_ASM2984631v1,NO
GCF_030014955.1_ASM3001495v1,NO
GCF_030162955.1_ASM3016295v1,NO
GCF_030385545.1_ASM3038554v1,NO
GCF_030585465.1_ASM3058546v1,NO
GCF_900086595.1_PRJEB13977,NO
GCF_900095855.1_PRJEB15308,NO
GCF_900109295.1_IMG-taxon_2619619643_annotated_assembly,NO
GCF_900111985.1_IMG-taxon_2634166358_annotated_assembly,NO
GCF_900112485.1_IMG-taxon_2675903229_annotated_assembly,NO
GCF_900113195.1_IMG-taxon_2622736521_annotated_assembly,NO
GCF_900115225.1_IMG-taxon_2617270874_annotated_assembly,NO
GCF_900119895.1_PRJEB18019,NO
GCF_900129015.1_IMG-taxon_2695420933_annotated_assembly,YES
GCF_900129365.1_IMG-taxon_2695420941_annotated_assembly,NO
GCF_900129685.1_IMG-taxon_2617270829_annotated_assembly,NO
GCF_900129845.1_IMG-taxon_2695421013_annotated_assembly,NO
GCF_900129955.1_IMG-taxon_2585428069_annotated_assembly,NO
GCF_900129965.1_IMG-taxon_2585428070_annotated_assembly,NO
GCF_900130055.1_IMG-taxon_2585428084_annotated_assembly,NO
GCF_900155365.1_PRJEB18748,NO
GCF_900169535.1_PRJEB19972,NO
GCF_900176615.1_PRJEB20368,NO
GCF_900176635.1_PRJEB20369,NO
GCF_900176655.1_PRJEB20374,NO
GCF_900199705.1_PRJEB21894,NO
GCF_900205925.1_Clostridium_peptidoveorans_DPC7177,NO
GCF_900215605.1_IMG-taxon_2728369261_annotated_assembly,NO
GCF_900240385.1_PRJEB23093,NO
GCF_900461105.1_52654_E01,NO
GCF_900465025.1_PRJEB26949,NO
GCF_900626075.1_PRJEB29219,NO
GCF_900626095.1_PRJEB22819,NO
GCF_902373955.1_MGYG-HGUT-01328,NO
GCF_902375345.1_MGYG-HGUT-01479,NO
GCF_902376185.1_MGYG-HGUT-01553,NO
GCF_902501455.1_DSM13632,NO
GCF_000006605.1_ASM660v1,NO
GCF_000011305.1_ASM1130v1,NO
GCF_000020945.1_ASM2094v1,NO
GCF_000022905.1_ASM2290v1,NO
GCF_000023145.1_ASM2314v1,NO
GCF_000025265.1_ASM2526v1,NO
GCF_000025905.1_ASM2590v1,NO
GCF_000143825.1_ASM14382v1,NO
GCF_000153125.2_ASM15312v2,NO
GCF_000159635.1_ASM15963v1,NO
GCF_000175375.1_ASM17537v1,NO
GCF_000195315.1_ASM19531v1,NO
GCF_000255295.1_ASM25529v1,NO
GCF_000269565.1_PB_Copr_sp_D6_V1,NO
GCF_000341345.1_ASM34134v1,NO
GCF_000344785.1_ASM34478v1,NO
GCF_000372085.1_ASM37208v1,NO
GCF_000372385.1_ASM37238v1,NO
GCF_000375365.1_ASM37536v1,NO
GCF_000378005.1_ASM37800v1,NO
GCF_000379425.1_ASM37942v1,NO
GCF_000379705.1_ASM37970v1,NO
GCF_000403725.2_GD7,NO
GCF_000404185.1_ASM40418v1,NO
GCF_000420605.1_ASM42060v1,NO
GCF_000428785.1_ASM42878v1,NO
GCF_000442645.1_ASM44264v1,NO
GCF_000550785.1_ASM55078v1,NO
GCF_000590555.1_ASM59055v1,NO
GCF_000626675.1_ASM62667v1,NO
GCF_000732945.1_ASM73294v1,NO
GCF_000767055.1_ASM76705v1,NO
GCF_000831645.3_ASM83164v3,NO
GCF_000835165.1_ASM83516v1,NO
GCF_000980815.1_ASM98081v1,NO
GCF_000980835.1_ASM98083v1,NO
GCF_001021025.1_ASM102102v1,NO
GCF_001050475.1_ASM105047v1,NO
GCF_001274895.1_ASM127489v1,NO
GCF_001277995.1_ASM127799v1,NO
GCF_001412085.1_ASM141208v1,NO
GCF_001434295.1_ASM143429v1,NO
GCF_001434665.1_ASM143466v1,NO
GCF_001434985.1_ASM143498v1,NO
GCF_001435445.1_ASM143544v1,NO
GCF_001438805.1_ASM143880v1,NO
GCF_001544075.1_ASM154407v1,NO
GCF_001571025.1_ASM157102v1,NO
GCF_001592065.1_ASM159206v1,NO
GCF_001643015.1_ASM164301v1,NO
GCF_001941445.1_ASM194144v1,NO
GCF_001941465.1_ASM194146v1,NO
GCF_001941485.1_ASM194148v1,NO
GCF_001951175.1_ASM195117v1,NO
GCF_001971585.1_ASM197158v1,NO
GCF_002158865.1_ASM215886v1,NO
GCF_002179915.1_ASM217991v1,NO
GCF_002285125.1_ASM228512v1,NO
GCF_002287505.1_ASM228750v1,NO
GCF_002305895.1_ASM230589v1,NO
GCF_002706745.1_ASM270674v1,NO
GCF_002795425.1_ASM279542v1,NO
GCF_002797855.1_ASM279785v1,NO
GCF_002806995.1_ASM280699v1,YES
GCF_002807055.1_ASM280705v1,YES
GCF_002843135.1_ASM284313v1,NO
GCF_002843175.1_ASM284317v1,YES
GCF_002849895.1_ASM284989v1,NO
GCF_002872255.1_ASM287225v1,NO
GCF_003070865.1_ASM307086v1,NO
GCF_003096575.1_ASM309657v1,NO
GCF_003123725.1_ASM312372v1,NO
GCF_003185655.1_ASM318565v1,NO
GCF_003258355.1_ASM325835v1,YES
GCF_003336225.1_ASM333622v1,NO
GCF_003573535.1_ASM357353v1,NO
GCF_003606365.2_ASM360636v2,NO
GCF_003611585.1_ASM361158v1,NO
GCF_003611635.1_ASM361163v1,NO
GCF_003611695.1_ASM361169v1,NO
GCF_003611735.1_ASM361173v1,NO
GCF_003612055.1_ASM361205v1,NO
GCF_003612125.1_ASM361212v1,NO
GCF_003612165.1_ASM361216v1,NO
GCF_003634345.1_ASM363434v1,NO
GCF_003668875.1_ASM366887v1,NO
GCF_003691365.1_ASM369136v1,NO
GCF_003703815.1_ASM370381v1,NO
GCF_003716585.1_ASM371658v1,NO
GCF_003813965.1_ASM381396v1,NO
GCF_003813985.1_ASM381398v1,NO
GCF_003932295.1_ASM393229v1,NO
GCF_003946015.1_ASM394601v1,NO
GCF_003946205.1_ASM394620v1,NO
GCF_003946325.1_ASM394632v1,NO
GCF_003946505.1_ASM394650v1,NO
GCF_003946515.1_ASM394651v1,NO
GCF_003946555.1_ASM394655v1,NO
GCF_003946575.1_ASM394657v1,NO
GCF_003946605.1_ASM394660v1,NO
GCF_003946625.1_ASM394662v1,NO
GCF_003955685.1_ASM395568v1,NO
GCF_003967595.1_ASM396759v1,NO
GCF_004117915.1_ASM411791v1,NO
GCF_004284785.1_ASM428478v1,NO
GCF_004336975.1_ASM433697v1,NO
GCF_004745525.1_ASM474552v1,NO
GCF_004795735.1_ASM479573v1,NO
GCF_005404815.1_ASM540481v1,NO
GCF_006007945.1_ASM600794v1,NO
GCF_006740045.1_ASM674004v1,NO
GCF_007109275.1_ASM710927v1,NO
GCF_007559235.1_ASM755923v1,NO
GCF_007991935.1_ASM799193v1,NO
GCF_007992055.1_ASM799205v1,NO
GCF_008930985.1_ASM893098v1,NO
GCF_009600995.1_ASM960099v1,NO
GCF_009734385.1_ASM973438v1,NO
GCF_009734405.1_ASM973440v1,NO
GCF_009831105.1_ASM983110v1,NO
GCF_009909145.1_ASM990914v1,NO
GCF_011038655.2_ASM1103865v2,NO
GCF_012844455.2_ASM1284445v2,NO
GCF_013978595.1_ASM1397859v1,NO
GCF_014054725.1_ASM1405472v1,NO
GCF_014058425.1_ASM1405842v1,NO
GCF_014117265.1_ASM1411726v1,NO
GCF_014199525.1_ASM1419952v1,NO
GCF_014204935.1_ASM1420493v1,NO
GCF_014217255.1_ASM1421725v1,NO
GCF_014262665.1_ASM1426266v1,NO
GCF_014287735.1_ASM1428773v1,NO
GCF_014295415.1_ASM1429541v1,NO
GCF_014384785.1_ASM1438478v1,NO
GCF_014490555.1_ASM1449055v1,NO
GCF_014637175.1_ASM1463717v1,NO
GCF_014639655.1_ASM1463965v1,NO
GCF_014837045.1_ASM1483704v1,NO
GCF_014930455.1_ASM1493045v1,NO
GCF_015097275.1_ASM1509727v1,NO
GCF_016599755.1_ASM1659975v1,NO
GCF_016599875.1_ASM1659987v1,NO
GCF_016628735.2_ASM1662873v2,NO
GCF_016728645.1_ASM1672864v1,NO
GCF_016728725.1_ASM1672872v1,NO
GCF_016904155.1_ASM1690415v1,NO
GCF_017302975.1_ASM1730297v1,NO
GCF_018122625.2_ASM1812262v2,YES
GCF_019047805.1_ASM1904780v1,NO
GCF_019734885.1_ASM1973488v1,NO
GCF_020097615.1_ASM2009761v1,NO
GCF_020735705.1_ASM2073570v1,NO
GCF_020886175.1_ASM2088617v1,NO
GCF_020886775.1_ASM2088677v1,NO
GCF_022869005.1_ASM2286900v1,NO
GCF_023520795.1_ASM2352079v1,NO
GCF_023574125.1_ASM2357412v1,NO
GCF_024330105.1_ASM2433010v1,NO
GCF_024919295.1_ASM2491929v1,NO
GCF_025567285.1_ASM2556728v1,NO
GCF_025567345.1_ASM2556734v1,NO
GCF_026410325.1_ASM2641032v1,NO
GCF_026410355.1_ASM2641035v1,NO
GCF_027257105.1_ASM2725710v1,NO
GCF_027257905.1_ASM2725790v1,YES
GCF_027570035.1_ASM2757003v1,NO
GCF_027570055.1_ASM2757005v1,NO
GCF_027570065.1_ASM2757006v1,NO
GCF_027570075.1_ASM2757007v1,NO
GCF_027570215.1_ASM2757021v1,NO
GCF_028609845.1_ASM2860984v1,NO
GCF_028609865.1_ASM2860986v1,NO
GCF_030229635.1_ASM3022963v1,NO
GCF_030232365.1_ASM3023236v1,NO
GCF_030408375.1_ASM3040837v1,NO
GCF_030408395.1_ASM3040839v1,NO
GCF_030408415.1_ASM3040841v1,NO
GCF_030408435.1_ASM3040843v1,NO
GCF_030408455.1_ASM3040845v1,NO
GCF_030408575.1_ASM3040857v1,NO
GCF_030408595.1_ASM3040859v1,NO
GCF_030408675.1_ASM3040867v1,NO
GCF_030408715.1_ASM3040871v1,NO
GCF_030408735.1_ASM3040873v1,NO
GCF_030408755.1_ASM3040875v1,NO
GCF_030408775.1_ASM3040877v1,NO
GCF_030408795.1_ASM3040879v1,NO
GCF_030408815.1_ASM3040881v1,NO
GCF_030408875.1_ASM3040887v1,NO
GCF_030408915.1_ASM3040891v1,NO
GCF_900078305.2_PRJEB13138,NO
GCF_900104635.1_PRJEB16356,NO
GCF_900105505.1_IMG-taxon_2634166170_annotated_assembly,NO
GCF_900167365.1_IMG-taxon_2657245368_annotated_assembly,YES
GCF_900187215.1_52295_D01,NO
GCF_900187295.1_52191_E01,NO
GCF_900232865.1_PRJEB21309,NO
GCF_902381765.1_UHGG_MGYG-HGUT-01533,NO
GCF_947179105.1_R-83493,NO
GCF_947533635.1_FRC0723,NO
GCF_000007765.2_ASM776v2,YES
GCF_000017845.1_ASM1784v1,NO
GCF_000023845.1_ASM2384v1,NO
GCF_000069785.1_ASM6978v1,NO
GCF_000169335.1_ASM16933v1,YES
GCF_000177535.2_ASM17753v2,NO
GCF_000196315.1_ASM19631v1,YES
GCF_000215645.1_ASM21564v1,NO
GCF_000296405.1_Turi_otit_ATCC_51513_V1,NO
GCF_000312345.1_ASM31234v1,NO
GCF_000317495.1_ASM31749v1,NO
GCF_000372445.1_ASM37244v1,NO
GCF_000411375.1_Cory_pyru_17730_V1,NO
GCF_000418365.1_ASM41836v1,NO
GCF_000427865.1_ASM42786v1,NO
GCF_000429865.1_ASM42986v1,YES
GCF_000550805.1_ASM55080v1,NO
GCF_000585375.1_ASM58537v1,NO
GCF_000621625.1_ASM62162v1,YES
GCF_000688415.1_ASM68841v1,NO
GCF_000747315.1_ASM74731v1,NO
GCF_000750955.1_CS_CRIB18-1,NO
GCF_000759055.1_04_NF40_HMP2129v01,NO
GCF_000764165.1_ASM76416v1,YES
GCF_000802385.1_ASM80238v1,YES
GCF_000815025.1_ASM81502v1,NO
GCF_000833575.1_ASM83357v1,NO
GCF_001008165.2_ASM100816v2,YES
GCF_001020985.1_ASM102098v1,NO
GCF_001021045.1_ASM102104v1,NO
GCF_001021065.1_ASM102106v1,NO
GCF_001028705.1_ASM102870v1,NO
GCF_001263755.1_ASM126375v1,NO
GCF_001277175.1_ASM127717v1,NO
GCF_001277195.1_ASM127719v1,NO
GCF_001277215.2_ASM127721v2,NO
GCF_001277235.1_ASM127723v1,NO
GCF_001277255.1_ASM127725v1,NO
GCF_001306415.1_ASM130641v1,YES
GCF_001412105.1_ASM141210v1,NO
GCF_001586235.1_ASM158623v1,NO
GCF_001598055.1_ASM159805v1,NO
GCF_001619695.1_ASM161969v1,NO
GCF_001625325.1_ASM162532v1,NO
GCF_001634625.1_ASM163462v1,NO
GCF_001661595.2_ASM166159v2,NO
GCF_001661915.1_ASM166191v1,NO
GCF_001661965.1_ASM166196v1,NO
GCF_001693775.2_ASM169377v2,NO
GCF_001854325.1_ASM185432v1,NO
GCF_001865765.1_ASM186576v1,NO
GCF_001941345.1_ASM194134v1,NO
GCF_001941505.1_ASM194150v1,NO
GCF_001941565.1_ASM194156v1,NO
GCF_002072105.2_ASM207210v2,NO
GCF_002162115.2_ASM216211v2,NO
GCF_002355155.1_ASM235515v1,NO
GCF_002850495.1_ASM285049v1,NO
GCF_002871095.1_ASM287109v1,NO
GCF_002909375.1_ASM290937v1,NO
GCF_002930125.1_ASM293012v1,NO
GCF_002954245.1_ASM295424v1,NO
GCF_003065405.1_ASM306540v1,NO
GCF_003185895.1_ASM318589v1,NO
GCF_003353055.1_ASM335305v1,NO
GCF_003355495.1_ASM335549v1,NO
GCF_003602235.1_ASM360223v1,YES
GCF_003611035.1_ASM361103v1,NO
GCF_003641245.1_ASM364124v1,NO
GCF_003660445.1_ASM366044v1,YES
GCF_003716325.1_ASM371632v1,NO
GCF_003751945.1_ASM375194v1,NO
GCF_003814005.1_ASM381400v1,NO
GCF_004004515.1_ASM400451v1,NO
GCF_004114895.1_ASM411489v1,NO
GCF_004216775.1_ASM421677v1,NO
GCF_004217045.1_ASM421704v1,NO
GCF_004340985.1_ASM434098v1,NO
GCF_004365915.1_ASM436591v1,NO
GCF_004382795.1_ASM438279v1,NO
GCF_004402215.1_ASM440221v1,NO
GCF_004402235.1_ASM440223v1,NO
GENOME,HOMOLOG
GCF_004402375.1_ASM440237v1,NO
GCF_004402485.1_ASM440248v1,NO
GCF_004402515.1_ASM440251v1,NO
GCF_004402535.1_ASM440253v1,NO
GCF_004402595.1_ASM440259v1,NO
