Assembly Accession	Assembly Name	Assembly Level	Organism Name	CheckM completeness	Assembly Stats Total Sequence Length
GCF_029714545.1	ASM2971454v1	Complete Genome	Bradyrhizobium pachyrhizi	100	8851675
GCF_001693515.2	ASM169351v2	Complete Genome	Bradyrhizobium paxllaeri	99.85	8377719
GCF_017493175.3	ASM1749317v3	Complete Genome	Bradyrhizobium quebecense	100	8753169
GCF_001440415.1	ASM144041v1	Contig	Bradyrhizobium retamae	99.26	8466225
GCF_008123425.1	ASM812342v1	Scaffold	Bradyrhizobium rifense	98.96	9952932
GCF_007828095.1	ASM782809v1	Scaffold	Bradyrhizobium sacchari	99.99	8530034
GCF_018736085.1	ASM1873608v1	Complete Genome	Bradyrhizobium sediminis	97.39	5554208
GCF_020329505.1	ASM2032950v1	Contig	Bradyrhizobium semiaridum	99.48	6712655
GCF_011516645.4	ASM1151664v4	Complete Genome	Bradyrhizobium septentrionale	99.36	10410654
GCF_900094605.1	IMG-taxon 2617270735 annotated assembly	Scaffold	Bradyrhizobium shewense	99.57	9163226
GCF_001641335.1	ASM164133v1	Contig	Bradyrhizobium stylosanthis	100	8801717
GCF_011604665.1	ASM1160466v1	Complete Genome	Bradyrhizobium symbiodeficiens		6920286
GCF_001189845.1	ASM118984v1	Contig	Bradyrhizobium tropiciagri	89.26	9767314
GCF_010811875.1	ASM1081187v1	Contig	Bradyrhizobium uaiense	96.1	9972761
GCF_001440385.1	ASM144038v1	Contig	Bradyrhizobium valentinum	99.26	9146476
GCF_900324035.1	BRAD3257	Complete Genome	Bradyrhizobium vignae	99.76	8156021
GCF_001238275.1	ASM123827v1	Contig	Bradyrhizobium viridifuturi	85.93	8811922
GCF_029167075.1	ASM2916707v1	Contig	Bradyrhizobium yuanmingense	99.75	8226123
GCF_004114935.1	ASM411493v1	Complete Genome	Bradyrhizobium zhanjiangense	99.89	9342022
GCF_022012555.1	ASM2201255v1	Scaffold	Bradyrhizobium zhengyangense	99.7	9038162
GCF_900108585.1	IMG-taxon 2634166369 annotated assembly	Contig	Branchiibius hedensis	94.09	4008675
GCF_012912135.1	ASM1291213v1	Scaffold	Brasilonema bromeliae SPC951	84.58	6257395
GCF_006968745.1	ASM696874v1	Chromosome	Brasilonema sennae CENA114	98.72	8226398
GCF_013618625.1	ASM1361862v1	Scaffold	Bremerella alba	98.11	6373365
GCF_003335485.1	ASM333548v1	Contig	Bremerella cremea	98.5	7124707
GCF_007748115.1	ASM774811v1	Complete Genome	Bremerella volcania	98.31	6496182
GCF_003666245.1	ASM366624v1	Contig	Brenneria alni	100	4126956
GCF_002291445.1	ASM229144v1	Complete Genome	Brenneria goodwinii	100	5360730
GCF_017569925.1	ASM1756992v1	Complete Genome	Brenneria izadpanahii	97.93	5330697
GCF_025840205.1	ASM2584020v1	Contig	Brenneria izbisi	99.59	3897516
GCF_005484965.1	ASM548496v1	Complete Genome	Brenneria nigrifluens DSM 30175 = ATCC 13028	100	4891702
GCF_003115815.1	ASM311581v1	Contig	Brenneria roseae subsp. americana	100	4477839
GCF_005484945.1	ASM548494v1	Complete Genome	Brenneria rubrifaciens	100	4028093
GCF_003315515.1	ASM331551v1	Scaffold	Brenneria salicis ATCC 15712 = DSM 30166	100	3907359
GCF_023347585.1	ASM2334758v1	Contig	Brenneria tiliae	98.35	5252950
GCF_003053845.1	ASM305384v1	Contig	Breoghania corrubedonensis	99.59	5331589
GCF_900184705.1	CAMBI-1	Complete Genome	Brevefilum fermentans	85.1	2574431
GCF_004117055.1	ASM411705v1	Complete Genome	Brevibacillus agri	91.95	5374818
GCF_005217615.1	ASM521761v1	Contig	Brevibacillus antibioticus	97.04	6181736
GCF_961514395.1	Brevibacillus_4475	Complete Genome	Brevibacillus aydinogluensis	79.19	4105500
GCF_000353565.1	ASM35356v1	Contig	Brevibacillus borstelensis AK1	90.97	5155092
GCF_900637055.1	46837_E02	Complete Genome	Brevibacillus brevis	97.72	6726998
GCF_006540045.1	ASM654004v1	Contig	Brevibacillus centrosporus	91.55	6242354
GCF_001420695.1	ASM142069v1	Scaffold	Brevibacillus choshinensis	90.98	6279095
GCF_016406105.1	ASM1640610v1	Complete Genome	Brevibacillus composti	82.52	4468589
GCF_021245735.1	ASM2124573v1	Contig	Brevibacillus daliensis	89.54	4910597
GCF_006170445.1	ASM617044v1	Contig	Brevibacillus dissolubilis	81.35	5741269
GCF_003710825.1	ASM371082v1	Contig	Brevibacillus fluminis	89.66	6456133
GCF_001012775.1	ASM101277v1	Scaffold	Brevibacillus formosus	97.56	6215362
GCF_003013395.1	ASM301339v1	Contig	Brevibacillus fortis	97.4	6268222
GCF_016908525.1	ASM1690852v1	Contig	Brevibacillus fulvus	77.22	3878741
GCF_003710935.1	ASM371093v1	Contig	Brevibacillus gelatini	88.14	4637568
GCF_013867635.1	ASM1386763v1	Contig	Brevibacillus halotolerans	95.03	5306543
GCF_020923435.1	ASM2092343v1	Complete Genome	Brevibacillus humidisoli	79.46	4908260
GCF_003710915.1	ASM371091v1	Contig	Brevibacillus invocatus	84.61	4753702
GCF_002706795.1	ASM270679v1	Complete Genome	Brevibacillus laterosporus DSM 25	98.92	5400144
GCF_003963515.1	ASM396351v1	Complete Genome	Brevibacillus marinus	75.35	4079826
GCF_000311785.1	ASM31178v1	Scaffold	Brevibacillus massiliensis	81.63	5060362
GCF_004521915.1	ASM452191v1	Contig	Brevibacillus migulae	88.18	5261149
GCF_003710965.1	ASM371096v1	Contig	Brevibacillus nitrificans	92.64	6330991
GCF_003710985.1	ASM371098v1	Contig	Brevibacillus panacihumi	87.6	5116160
GCF_022701015.1	ASM2270101v1	Complete Genome	Brevibacillus parabrevis	93.84	6088079
GCF_003013475.1	ASM301347v1	Contig	Brevibacillus porteri	98.83	6462020
GCF_018333155.1	ASM1833315v1	Scaffold	Brevibacillus reuszeri	94.07	6559018
GCF_000454065.1	ASM45406v1	Scaffold	Brevibacillus thermoruber 423	84.47	4433503
GCF_000426445.1	ASM42644v1	Scaffold	Brevibacterium album DSM 18261	92.49	4094970
GCF_016107655.1	ASM1610765v1	Contig	Brevibacterium antiquum	97.76	4254817
GCF_011617245.1	ASM1161724v1	Complete Genome	Brevibacterium atlanticum	94.62	4156794
GCF_003932995.1	ASM393299v1	Complete Genome	Brevibacterium aurantiacum	97.03	4038634
GCF_016027415.1	ASM1602741v1	Complete Genome	Brevibacterium casei	97.79	3960094
GCF_003315415.1	ASM331541v1	Scaffold	Brevibacterium celere	94.68	3766273
GCF_021729135.1	ASM2172913v1	Contig	Brevibacterium daeguense	90.37	3555487
GCF_001570805.1	ASM157080v1	Contig	Brevibacterium epidermidis NBRC 14811	96.24	3703261
GCF_014836885.1	ASM1483688v1	Scaffold	Brevibacterium gallinarum	93.16	3168350
GCF_900184225.1	PRJEB20939	Contig	Brevibacterium ihuae	91.83	3096817
GCF_900445875.1	55312_A01	Contig	Brevibacterium iodinum	94.93	3614741
GCF_007828155.1	ASM782815v1	Contig	Brevibacterium jeotgali	89.69	3330439
GCF_011617705.1	ASM1161770v1	Complete Genome	Brevibacterium limosum	96.2	4253182
GCF_003999335.1	ASM399933v1	Complete Genome	Brevibacterium linens	96.11	3814300
GCF_011462075.1	ASM1146207v1	Complete Genome	Brevibacterium luteolum	91.86	3179618
GCF_011927955.1	ASM1192795v1	Contig	Brevibacterium marinum	88.26	4221031
GCF_000178455.1	ASM17845v1	Contig	Brevibacterium mcbrellneri ATCC 49030	98.65	2561804
GCF_017948325.1	ASM1794832v1	Complete Genome	Brevibacterium oceani	95.98	4304299
GCF_016907735.1	ASM1690773v1	Contig	Brevibacterium paucivorans	94.27	2410104
GCF_013280495.1	ASM1328049v1	Contig	Brevibacterium permense	87.65	3702760
GCF_011617465.1	ASM1161746v1	Complete Genome	Brevibacterium pigmentatum	94.99	3913130
GCF_001584615.1	ASM158461v1	Contig	Brevibacterium ravenspurgense	86.43	2297397
GCF_017808095.1	ASM1780809v1	Contig	Brevibacterium renqingii	86.18	3718788
GCF_009857845.1	ASM985784v1	Contig	Brevibacterium rongguiense	90.87	3117581
GCF_900105045.1	IMG-taxon 2634166182 annotated assembly	Chromosome	Brevibacterium sandarakinum	97.63	4441057
GCF_003315405.1	ASM331540v1	Scaffold	Brevibacterium sanguinis	94.68	3763581
GCF_024895295.1	ASM2489529v1	Contig	Brevibacterium sediminis	97.16	4335219
GCF_900105315.1	IMG-taxon 2634166531 annotated assembly	Chromosome	Brevibacterium siliguriense	94.72	4023083
GCF_026168515.1	ASM2616851v1	Complete Genome	Brevibacterium spongiae	97.23	4217721
GCF_016107685.1	ASM1610768v1	Contig	Brevibacterium yomogidense	88.91	3708510
GCF_021117425.1	ASM2111742v1	Complete Genome	Brevibacterium zhoupengii	97.07	4408116
GCF_007992435.1	ASM799243v1	Contig	Brevifollis gellanilyticus	99.63	7648353
GCF_900112165.1	IMG-taxon 2597490362 annotated assembly	Scaffold	Brevinema andersonii	96.36	1501400
GCF_002797755.1	ASM279775v1	Contig	Brevirhabdus pacifica	99.24	3424577
GCF_000466985.1	ASM46698v1	Contig	Brevundimonas abyssalis TAR-001	73.65	2979231
GCF_011927945.1	ASM1192794v1	Scaffold	Brevundimonas alba	94	3059840
GCF_023573565.1	ASM2357356v1	Complete Genome	Brevundimonas albigilva	98.94	3336758
GCF_904830995.1	G1452	Contig	Brevundimonas aurantiaca	99.02	3283894
GCF_000428765.1	ASM42876v1	Scaffold	Brevundimonas aveniformis DSM 17977	99.5	2579573
GCF_000701445.1	ASM70144v1	Scaffold	Brevundimonas bacteroides DSM 4726	99.83	3220540
GCF_014202075.1	ASM1420207v1	Contig	Brevundimonas basaltis	94.2	2648066
GCF_003350205.1	ASM335020v1	Scaffold	Brevundimonas bullata	99.35	3407715
GCF_030160755.1	ASM3016075v1	Contig	Brevundimonas denitrificans	98.1	3012183
GCF_900445995.1	48290_B02	Contig	Brevundimonas diminuta	99.36	3438815
GCF_003934285.1	ASM393428v1	Contig	Brevundimonas fluminis	97.86	2640729
GCF_017086445.1	ASM1708644v1	Complete Genome	Brevundimonas fontaquae	98.45	3300602
GCF_017487405.1	ASM1748740v1	Complete Genome	Brevundimonas goettingensis	98.33	3984955
GCF_014836405.1	ASM1483640v1	Scaffold	Brevundimonas guildfordensis	99.19	2875662
GCF_003730275.1	ASM373027v1	Contig	Brevundimonas halotolerans	97.62	2538061
GCF_014218725.1	ASM1421872v1	Contig	Brevundimonas huaxiensis	98.43	3163722
GCF_027922165.1	ASM2792216v1	Scaffold	Brevundimonas intermedia	99.12	3589847
GCF_014196335.1	ASM1419633v1	Contig	Brevundimonas lenta	96.83	3360201
GCF_003704105.1	ASM370410v1	Contig	Brevundimonas lutea	97.81	2976278
GCF_014196125.1	ASM1419612v1	Scaffold	Brevundimonas mediterranea	97.53	3409076
GCF_000421705.1	ASM42170v1	Contig	Brevundimonas naejangsanensis DSM 23858	99.75	3164519
GCF_019395145.1	ASM1939514v1	Complete Genome	Brevundimonas nasdae	99.35	3824222
GCF_022750635.1	ASM2275063v1	Contig	Brevundimonas pishanensis	95.88	2916570
GCF_020524625.1	ASM2052462v1	Contig	Brevundimonas poindexterae	98.19	2713331
GCF_017487345.1	ASM1748734v1	Complete Genome	Brevundimonas pondensis	97.8	3550773
GCF_000144605.1	ASM14460v1	Complete Genome	Brevundimonas subvibrioides ATCC 15264	99.56	3445263
GCF_011761985.1	ASM1176198v1	Contig	Brevundimonas terrae	98.88	2943202
GCF_014199945.1	ASM1419994v1	Contig	Brevundimonas variabilis	96.31	3403800
GCF_002208825.2	ASM220882v2	Complete Genome	Brevundimonas vesicularis	99.11	3345527
GCF_900116065.1	IMG-taxon 2671180176 annotated assembly	Contig	Brevundimonas viscosa	98.44	2996830
GCF_016656965.1	ASM1665696v1	Complete Genome	Brevundimonas vitisensis	97.74	2976716
GCF_004365815.1	ASM436581v1	Scaffold	Breznakia blatticola	97.01	2461343
GCF_003254275.1	ASM325427v1	Scaffold	Breznakibacter xylanolyticus	99.24	4380952
GCF_016616095.2	ASM1661609v2	Complete Genome	Breznakiella homolactica	96.94	4646109
GCF_000525915.1	Bcampestris	Contig	Brochothrix campestris FSL F6-1037	86.4	2372850
GCF_001703515.1	ASM170351v1	Complete Genome	Brochothrix thermosphacta	98.73	2578375
GCF_003633725.1	ASM363372v1	Scaffold	Brockia lithotrophica	82.64	1879126
GCF_011758645.1	ASM1175864v1	Contig	Brooklawnia cerclae	97.59	3787554
GCF_020687045.1	ASM2068704v1	Contig	Brotocaccenecus cirricatena	90.06	3356827
GCF_025567015.1	ASM2556701v1	Scaffold	Brotolimicola acetigignens	98.75	4097696
GCF_025567305.1	ASM2556730v1	Scaffold	Brotomerdimonas butyrica	96.49	2648172
GCF_025566885.1	ASM2556688v1	Scaffold	Brotonthovivens ammoniilytica	97.92	3452403
GCF_000054005.1	ASM5400v1	Complete Genome	Brucella abortus 2308	98.55	3278307
GCF_015326295.1	ASM1532629v1	Complete Genome	Brucella anthropi	92.87	4858647
GCF_000018525.1	ASM1852v1	Complete Genome	Brucella canis ATCC 23365	97.72	3312769
GCF_000590795.1	ASM59079v1	Complete Genome	Brucella ceti TE10759-12	95.29	3278034
GCF_022538045.1	ASM2253804v1	Contig	Brucella ciceri	92.76	4741587
GCF_001876955.1	ASM187695v1	Scaffold	Brucella cytisi	94.14	5965364
GCF_014199265.1	ASM1419926v1	Contig	Brucella daejeonensis	90.32	4642379
GCF_014640615.1	ASM1464061v1	Scaffold	Brucella endophytica	83.56	4932019
GCF_006476605.1	ASM647660v1	Scaffold	Brucella gallinifaecis	84.22	3742416
GCF_002252505.1	ASM225250v1	Contig	Brucella grignonensis	91.08	4838271
GCF_005938105.1	ASM593810v1	Contig	Brucella haematophila	92.03	5503262
GCF_900095155.1	BR141012304v1	Complete Genome	Brucella inopinata	96.57	3442381
GCF_900454225.1	34576_H01	Contig	Brucella intermedia	98.43	4727886
GCF_002252535.1	ASM225253v1	Contig	Brucella lupini	93.06	5582813
GCF_000007125.1	ASM712v1	Complete Genome	Brucella melitensis bv. 1 str. 16M	97.21	3294931
GCF_000022745.1	ASM2274v1	Complete Genome	Brucella microti CCM 4915	99	3337369
GCF_900446125.1	57572_C01	Contig	Brucella neotomae	96.58	3329628
GCF_002943495.1	ASM294349v1	Contig	Brucella oryzae	92.32	4467006
GCF_000016845.1	ASM1684v1	Complete Genome	Brucella ovis ATCC 25840	93.97	3275590
GCF_006376675.1	ASM637667v1	Contig	Brucella pecoris	92.69	5057340
GCF_002803535.1	ASM280353v1	Scaffold	Brucella pituitosa	90.99	4885407
GCF_025118245.1	ASM2511824v1	Complete Genome	Brucella pseudintermedia	91.15	4299756
GCF_002975235.1	ASM297523v1	Contig	Brucella pseudogrignonensis	90.97	4974493
GCF_002252475.1	ASM225247v1	Contig	Brucella rhizosphaerae	89.5	4904011
GCF_000007505.1	ASM750v1	Complete Genome	Brucella suis 1330	98.57	3315175
GCF_002252445.1	ASM225244v1	Contig	Brucella thiophenivorans	88.48	4364783
GCF_008932285.1	ASM893228v1	Contig	Brucella tritici	93.64	5025724
GCF_022376835.1	ASM2237683v1	Complete Genome	Brucepastera parasyntrophica	80.37	3239032
GCF_003402975.1	ASM340297v1	Scaffold	Brumimicrobium aurantiacum	98.25	3423338
GCF_004152935.1	ASM415293v1	Contig	Brumimicrobium glaciale	98.76	4271785
GCF_003025005.1	ASM302500v1	Contig	Brumimicrobium mesophilum	98.75	3882835
GCF_002844555.1	ASM284455v1	Contig	Brumimicrobium salinarum	97.61	3413539
GCF_000702445.1	ASM70244v1	Contig	Bryobacter aggregatus MPL3	94.51	5747993
GCF_900108185.1	IMG-taxon 2684622995 annotated assembly	Contig	Bryocella elongata	98.99	5669524
GCF_029309905.1	ASM2930990v1	Contig	Brytella acorum	100	3321354
GCF_001907235.1	ASM190723v1	Scaffold	Buchananella hordeovulneris	98.97	2521171
GCF_003099975.1	ASM309997v1	Complete Genome	Buchnera aphidicola (Schizaphis graminum)	99.19	653353
GCF_002591785.1	ASM259178v1	Contig	Budvicia aquatica	100	5946490
GCF_009800925.1	ASM980092v1	Contig	Budvicia diplopodorum	98.76	3616418
GCF_000177375.1	ASM17737v1	Contig	Bulleidia extructa W1219	100	1419583
GCF_009695635.1	ASM969563v1	Contig	Bullifex porci	98.27	2420487
GCF_002223275.1	ASM222327v1	Contig	Burkholderia aenigmatica	100	9325364
GCF_016127755.1	ASM1612775v1	Complete Genome	Burkholderia ambifaria	99.89	7523597
GCF_902498995.1	ASM90249899v1	Contig	Burkholderia anthina	100	7608177
GCF_902830425.1	ASM90283042v1	Scaffold	Burkholderia arboris	100	8282416
GCF_001883705.2	ASM188370v2	Contig	Burkholderia catarinensis	100	8198227
GCF_001718895.1	ASM171889v1	Complete Genome	Burkholderia cenocepacia	98.85	7780598
GCF_009586235.1	ASM958623v1	Complete Genome	Burkholderia cepacia	99.57	8366868
GCF_004723625.1	ASM472362v1	Scaffold	Burkholderia contaminans	100	8901643
GCF_902830815.1	ASM90283081v1	Contig	Burkholderia diffusa	100	7152639
GCF_000959505.1	ASM95950v1	Complete Genome	Burkholderia dolosa AU0158	99.95	6409095
GCF_016698705.1	ASM1669870v1	Complete Genome	Burkholderia gladioli	99.57	8201484
GCF_009931375.1	ASM993137v1	Complete Genome	Burkholderia glumae	99.06	6691685
GCF_013403875.1	ASM1340387v1	Contig	Burkholderia guangdongensis	96.87	5823327
GCF_016027455.1	ASM1602745v1	Complete Genome	Burkholderia humptydooensis	99.79	7286661
GCF_000012945.1	ASM1294v1	Complete Genome	Burkholderia lata	99.38	8676277
GCF_902832795.1	ASM90283279v1	Scaffold	Burkholderia latens	100	7084826
GCF_002346025.1	ASM234602v1	Complete Genome	Burkholderia mallei	96.51	5592049
GCF_001522635.2	ASM152263v2	Complete Genome	Burkholderia mayonis	99.95	7357530
GCF_001718555.1	ASM171855v1	Complete Genome	Burkholderia metallica	100	7424240
GCF_003019965.1	ASM301996v1	Complete Genome	Burkholderia multivorans	97.75	6322859
GCF_000959365.1	ASM95936v1	Complete Genome	Burkholderia oklahomensis C6786	100	7135022
GCF_000019505.1	ASM1950v1	Complete Genome	Burkholderia orbicola MC0-3	100	7971389
GCF_902499105.1	ASM90249910v1	Contig	Burkholderia paludis	100	8627646
GCF_022870505.1	ASM2287050v1	Chromosome	Burkholderia perseverans	99.15	7668754
GCF_001411805.1	ASM141180v1	Complete Genome	Burkholderia plantarii	98.16	8081051
GCF_000756125.1	ASM75612v1	Complete Genome	Burkholderia pseudomallei	99.36	7085397
GCF_902832925.1	ASM90283292v1	Scaffold	Burkholderia pseudomultivorans	99.1	7554008
GCF_902859845.1	LMG 29660	Contig	Burkholderia puraquae	100	8077990
GCF_001028665.1	ASM102866v1	Complete Genome	Burkholderia pyrrocinia	100	7961346
GCF_003294055.1	ASM329405v1	Contig	Burkholderia reimsis	100	8933938
GCF_001524625.2	ASM152462v2	Complete Genome	Burkholderia savannae	100	7081173
GCF_029268915.1	ASM2926891v1	Scaffold	Burkholderia semiarida	99.47	7546574
GCF_001718535.1	ASM171853v1	Complete Genome	Burkholderia seminalis	99.89	7648944
GCF_001523725.1	ASM152372v1	Contig	Burkholderia singularis	97.87	5561433
GCF_029268985.1	ASM2926898v1	Scaffold	Burkholderia sola	99.15	8183666
GCF_900240005.1	BStabCH16	Chromosome	Burkholderia stabilis	99.89	8505509
GCF_001718955.1	ASM171895v1	Complete Genome	Burkholderia stagnalis	99.89	7583807
GCF_001718335.1	ASM171833v1	Complete Genome	Burkholderia territorii	100	6902370
GCF_001718635.1	ASM171863v1	Complete Genome	Burkholderia thailandensis	100	6950257
GCF_002097715.1	ASM209771v1	Complete Genome	Burkholderia ubonensis subsp. mesacidophila	99.89	7840830
GCF_001523705.1	ASM152370v1	Contig	Burkholderia vietnamiensis	99.79	6693522
GCF_013234275.1	ASM1323427v1	Complete Genome	Buttiauxella agrestis	99.86	4566254
GCF_001654925.1	Bbr51605_DRAFTv1	Contig	Buttiauxella brennerae ATCC 51605	99.86	4758272
GCF_022637515.1	ASM2263751v1	Complete Genome	Buttiauxella ferragutiae	99.86	5286310
GCF_001654835.1	Bga51604_DRAFTv1	Contig	Buttiauxella gaviniae ATCC 51604	99.86	5068083
GCF_003601925.1	ASM360192v1	Contig	Buttiauxella izardii	99.04	4769981
GCF_902500225.1	P9829	Scaffold	Buttiauxella massiliensis	99.86	4879665
GCF_000737905.1	ASM73790v1	Contig	Buttiauxella noackiae	99.86	4766744
GCF_003818135.1	ASM381813v1	Contig	Buttiauxella warmboldiae	98.9	4301460
GCF_027665565.1	ASM2766556v1	Scaffold	Butyribacter intestini	97.2	3449310
GCF_014648015.1	ASM1464801v1	Scaffold	Butyricicoccus faecihominis	99.12	2995907
GCF_018918345.1	ASM1891834v1	Contig	Butyricicoccus intestinisimiae	98.25	2711934
GCF_002157465.1	ASM215746v1	Contig	Butyricicoccus porcorum	96.49	2896918
GCF_002160355.1	ASM216035v1	Contig	Butyricicoccus pullicaecorum	98.25	2997778
GCF_003991565.1	ASM399156v1	Complete Genome	Butyricimonas faecalis	83.97	4976422
GCF_014196975.1	ASM1419697v1	Contig	Butyricimonas faecihominis	93.35	4793705
GCF_014287455.1	ASM1428745v1	Contig	Butyricimonas hominis	90.33	5429026
GCF_014647355.1	ASM1464735v1	Contig	Butyricimonas paravirosa	94.43	5536710
GCF_000379665.1	ASM37966v1	Scaffold	Butyricimonas synergistica DSM 23225	98.13	4770838
GCF_016889065.1	ASM1688906v1	Complete Genome	Butyricimonas virosa	97.88	4813143
GCF_902373805.1	MGYG-HGUT-01319	Scaffold	Butyrivibrio crossotus	89.11	2496039
GCF_900129945.1	IMG-taxon 2585428068 annotated assembly	Contig	Butyrivibrio fibrisolvens DSM 3071	93.37	4837257
GCF_001858005.1	ASM185800v1	Complete Genome	Butyrivibrio hungatei	99.63	3386314
GCF_000145035.1	ASM14503v1	Complete Genome	Butyrivibrio proteoclasticus B316	95.12	4404886
GCF_008065115.1	ASM806511v1	Chromosome	Bythopirellula goksoeyrii	97.75	6473141
GCF_007860015.1	ASM786001v1	Scaffold	Bythopirellula polymerisocia	97.75	6143780
GCF_900230245.1	IMG-taxon 2711768653 annotated assembly	Contig	Caballeronia arationis	99.5	9083662
GCF_001544695.2	ASM154469v2	Contig	Caballeronia arvi	99.94	9665767
GCF_900044055.2	Burkholderia sp. LMG 29321	Contig	Caballeronia calidae	99.94	9609693
GCF_001544755.2	ASM154475v2	Contig	Caballeronia catudaia	99.94	7726733
GCF_001544575.2	ASM154457v2	Contig	Caballeronia cordobensis	99.27	8208096
GCF_001544835.2	Burkholderia sp. LMG 29320	Contig	Caballeronia fortuita	99.94	7360810
GCF_000751215.2	Bglat_v2	Contig	Caballeronia glathei	99.94	8049485
GCF_022879615.1	ASM2287961v1	Complete Genome	Caballeronia grimmiae	99.94	6650744
GCF_001544875.2	Burkholderia sp. LMG 29322	Contig	Caballeronia hypogeia	99.94	8333271
GCF_000402035.1	ASM40203v1	Complete Genome	Caballeronia insecticola	99.01	6964487
GCF_001028175.1	ASM102817v1	Contig	Caballeronia mineralivorans PML1(12)	98.6	9368249
GCF_900258035.1	LMG28615	Contig	Caballeronia novacaledonica	99.94	6777170
GCF_001544915.2	ASM154491v2	Contig	Caballeronia pedi	99.5	9141307
GCF_001544455.2	Burkholderia sordidicola LMG 22029	Contig	Caballeronia sordidicola	99.41	6874511
GCF_001544795.2	Burkholderia sp. LMG 29319	Contig	Caballeronia temeraria	99.94	8325519
GCF_001544555.2	Burkholderia udeis LMG 27134	Contig	Caballeronia udeis	98.83	10051569
GCF_022879815.1	ASM2287981v1	Complete Genome	Caballeronia zhejiangensis	99.94	7412165
